 HR,Name,ID,#,Ltr,Dbl,Con#,Con,RA,RAm,RAs,,Dec,Dm,Ds,Vmag,B-V,U-B,Sp Type,pmRA,pmD,Distance,RV,Sid Lat,Sid Lon,Zod lon,Zod
3113,,HR 3113,,,,47.1,Pup,7,57,40.1,S,30,20,5,4.79,0.15,0.18,A2V,-0.006,0.007,130.4,28,-49.8596,313.3705,14,Cnc
3114,,HR 3114,,,,47.1,Pup,7,56,57.9,S,43,30,1,5.35,-0.18,-0.74,B2.5V,0.001,0.013,,20,-62.2543,321.5445,22,Cnc
3116,,N Pup,,N,,47.1,Pup,7,57,18.4,S,44,6,35,5.09,-0.17,,B2.5IV,-0.008,0.009,,16,-62.7844,322.2142,23,Cnc
3121,,O Pup,,O,,47.1,Pup,7,57,51.8,S,45,34,40,5.17,1.27,1.36,K2III,-0.006,0.02,362.2,51,-64.0703,323.8238,24,Cnc
3123,,12 Pup,12,,,47.1,Pup,7,59,5.7,S,23,18,38,5.11,1.12,0.92,cK2,-0.012,0.001,,11,-43.028,310.9101,11,Cnc
3129,,V Pup,,V,,47.1,Pup,7,58,14.4,S,49,14,42,4.41,-0.17,-0.96,B1Vp+B3IV,-0.011,0.008,,19,-67.2844,328.1433,29,Cnc
3140,,HR 3140,,,,47.1,Pup,7,59,28.4,S,39,17,50,5.24,0.39,0.02,F5III,-0.082,-0.043,85.8,-8,-58.2,319.094,20,Cnc
3162,,HR 3162,,,,47.1,Pup,8,2,44.8,S,41,18,36,5.52,-0.15,-0.47,B9pSi,-0.002,0.01,,26,-59.8259,321.7109,22,Cnc
3165,Naos,Zet Pup,,Zet,,47.1,Pup,8,3,35.1,S,40,0,12,2.25,-0.26,-1.11,O5f,-0.027,0.012,,-24,-58.5613,320.9921,21,Cnc
3168,,14 Pup,14,,,47.1,Pup,8,4,41.5,S,19,43,41,6.13,-0.16,-0.72,B3III,0.002,0.003,,14,-39.2344,311.3032,12,Cnc
3170,,HR 3170,,,,47.1,Pup,8,4,16.2,S,32,40,30,5.31,1.91,1.95,M1Ib,-0.003,0.004,135.8,36,-51.6544,316.636,17,Cnc
3183,,HR 3183,,,,47.1,Pup,8,7,18,S,20,33,17,5.38,0.1,0.16,A5II,-0.016,-0.006,3260,12,-39.8722,312.3535,13,Cnc
3185,Tureis,Rho Pup,15,Rho,,47.1,Pup,8,7,32.6,S,24,18,15,2.81,0.43,0.19,F6IIp,-0.083,0.049,93.1,46,-43.4614,313.8295,14,Cnc
3192,,16 Pup,16,,,47.1,Pup,8,9,1.6,S,19,14,42,4.4,-0.15,-0.6,B5IV,-0.014,-0.002,,19,-38.503,312.3985,13,Cnc
3202,,18 Pup,18,,,47.1,Pup,8,10,39.8,S,13,47,57,5.54,0.49,0,F6V,-0.251,0.061,69.4,38,-33.1418,311.1009,12,Cnc
3211,,19 Pup,19,,,47.1,Pup,8,11,16.3,S,12,55,37,4.72,0.95,0.74,G9III-IIIb,-0.025,0.012,105.2,36,-32.2608,311.0066,12,Cnc
3225,,h1 Pup,,h1,,47.1,Pup,8,11,21.5,S,39,37,7,4.45,1.62,1.86,K3Ib,0,-0.004,,16,-57.6333,323.2858,24,Cnc
3226,,HR 3226,,,,47.1,Pup,8,11,25.9,S,42,59,14,4.75,0.18,0.08,A5Ib,0.004,0.004,815,19,-60.6956,326.0459,27,Cnc
3229,,20 Pup,20,,,47.1,Pup,8,13,20,S,15,47,18,4.99,1.07,0.78,G5II,-0.013,-0.004,108.7,17,-34.9012,312.4757,13,Cnc
3237,,r Pup,,r,,47.1,Pup,8,13,29.6,S,35,53,59,4.78,-0.11,-0.98,B1.5IIIe,0.002,-0.002,,35,-54.0344,321.437,22,Cnc
3240,,HR 3240,,,,47.1,Pup,8,13,58.4,S,36,19,21,5.08,-0.19,-0.86,B1.5IV,0.01,-0.002,,18,-54.3924,321.8581,22,Cnc
3243,,h2 Pup,,h2,,47.1,Pup,8,14,2.9,S,40,20,53,4.44,1.17,1.09,K1II-III,0.047,-0.068,326,14,-58.0972,324.7193,25,Cnc
3257,,21 Pup,21,,,47.1,Pup,8,17,23.1,S,16,17,6,6.16,0.01,0.08,A2V,-0.02,-0.008,,0,-35.1248,313.7808,14,Cnc
3270,,q Pup,,q,,47.1,Pup,8,18,33.3,S,36,39,34,4.45,0.22,0.11,A7III,-0.106,0.097,57.2,5,-54.3631,323.531,24,Cnc
3282,,w Pup,,w,,47.1,Pup,8,21,23,S,33,3,16,4.83,1.45,1.6,K2.5II-III,-0.008,0.004,108.7,33,-50.8002,322.2045,23,Cnc
3289,,22 Pup,22,,,47.1,Pup,8,22,46.8,S,13,3,17,6.11,1,0.89,gG7,-0.051,-0.043,,-17,-31.6664,314.2275,15,Cnc
3315,,HR 3315,,,A,47.1,Pup,8,25,3.7,S,24,2,46,5.28,1.48,1.83,K5III+K1III,-0.028,0.026,105.2,26,-42.039,318.8936,19,Cnc
3326,,HR 3326,,,,47.1,Pup,8,25,51.9,S,42,9,12,5.47,-0.15,-0.63,B3V,-0.009,0.003,,28,-58.7888,330.0019,1,Leo
3283,,HR 3283,,,,47.4,Pyx,8,21,21,S,36,29,4,5.2,-0.19,-0.82,B2IV-V,-0.005,-0.003,,16,-53.989,324.2946,25,Cnc
3367,,HR 3367,,,,47.4,Pyx,8,31,30.9,S,19,34,39,5.42,-0.06,,A0V,-0.033,-0.007,1086.7,12,-37.3301,318.9382,19,Cnc
3420,,Eta Pyx,,Eta,,47.4,Pyx,8,37,52.2,S,26,15,18,5.27,-0.04,,A0V,-0.02,-0.006,85.8,31,-43.1893,323.5857,24,Cnc
3430,,HR 3430,,,,47.4,Pyx,8,39,8,S,22,39,43,5.05,0.73,0.36,G6IV,-0.235,0.436,51.7,43,-39.706,322.3336,23,Cnc
3433,,Zet Pyx,,Zet,,47.4,Pyx,8,39,42.5,S,29,33,40,4.89,0.9,,G4III,-0.02,-0.089,155.2,-32,-46.1427,325.7652,26,Cnc
3438,,Bet Pyx,,Bet,,47.4,Pyx,8,40,6.2,S,35,18,30,3.97,0.94,0.65,G7Ib-II,0.012,-0.022,181.1,-13,-51.4223,329.242,30,Cnc
3468,,Alp Pyx,,Alp,,47.4,Pyx,8,43,35.5,S,33,11,11,3.68,-0.18,-0.88,B1.5III,-0.011,0.011,,15,-49.1899,328.9412,29,Cnc
3512,,HR 3512,,,,47.4,Pyx,8,49,51.5,S,32,46,50,5.21,0.87,,G5III,0.002,-0.049,116.4,-8,-48.3,330.5147,1,Leo
3518,,Gam Pyx,,Gam,,47.4,Pyx,8,50,31.9,S,27,42,36,4.01,1.27,1.4,K3-III,-0.13,0.087,98.8,25,-43.557,327.9077,28,Cnc
3556,,Del Pyx,,Del,,47.4,Pyx,8,55,31.5,S,27,40,55,4.89,0.11,0.14,A3IV,0.079,-0.102,88.1,5,-43.1237,329.2972,30,Cnc
3628,,Kap Pyx,,Kap,,47.4,Pyx,9,8,2.9,S,25,51,30,4.58,1.59,1.89,K4III,0.041,0.008,250.8,-45,-40.3853,331.8305,2,Leo
3644,,Eps Pyx,,Eps,,47.4,Pyx,9,9,56.4,S,30,21,55,5.59,0.19,0.16,A4IV-V,0.002,-0.048,,-8,-44.3712,334.742,5,Leo
3718,,The Pyx,,The,,47.4,Pyx,9,21,29.6,S,25,57,56,4.72,1.63,2.02,M1III,-0.011,-0.008,326,20,-39.318,335.5002,6,Leo
3733,,Lam Pyx,,Lam,,47.4,Pyx,9,23,12.3,S,28,50,2,4.69,0.92,0.63,G8.5III,-0.123,0.019,85.8,10,-41.7942,337.471,8,Leo
1006,,Zet1 Ret,,Zet1,,80,Ret,3,17,46.2,S,62,34,31,5.54,0.64,0.06,G2.5V,1.339,0.648,33.6,12,-72.7911,176.3382,27,Aqr
1010,,Zet2 Ret,,Zet2,,80,Ret,3,18,12.9,S,62,30,23,5.24,0.6,0,G1V,1.336,0.645,35.8,12,-72.7997,176.622,27,Aqr
1083,,Kap Ret,,Kap,,80,Ret,3,29,22.7,S,62,56,15,4.72,0.4,-0.04,F5IV-V,0.383,0.372,54.3,12,-74.1159,177.5561,28,Aqr
1175,,Bet Ret,,Bet,,80,Ret,3,44,12,S,64,48,25,3.85,1.13,1.1,K2+III,0.313,0.076,77.6,51,-76.3865,173.8359,24,Aqr
1247,,Del Ret,,Del,,80,Ret,3,58,44.7,S,61,24,1,4.56,1.62,1.96,M2IIIab,0.011,-0.018,,-1,-76.1909,189.4949,10,Psc
1264,,Gam Ret,,Gam,,80,Ret,4,0,53.8,S,62,9,34,4.51,1.65,1.81,M4III,0.002,0.026,,-7,-76.8177,187.4118,8,Psc
1266,,Iot Ret,,Iot,,80,Ret,4,1,18.2,S,61,4,44,4.97,1.42,1.7,K4III,0.067,0.092,232.9,61,-76.2535,191.3058,12,Psc
1336,,Alp Ret,,Alp,,80,Ret,4,14,25.5,S,62,28,26,3.35,0.91,0.63,G8II-III,0.045,0.045,250.8,36,-78.2975,189.9468,10,Psc
1340,,HR 1340,,,,80,Ret,4,14,48.7,S,62,11,31,5.45,1.1,1.03,K0III,0.01,0.088,543.3,36,-78.1846,191.2097,12,Psc
1355,,Eps Ret,,Eps,,80,Ret,4,16,28.9,S,59,18,7,4.44,1.08,1.07,K2IVa,-0.051,-0.164,48.7,29,-76.5575,202.0482,23,Psc
1372,,The Ret,,The,,80,Ret,4,17,40.2,S,63,15,20,5.87,-0.07,-0.26,B9III-IV,0.002,0.027,,3,-79.0034,187.4926,8,Psc
1395,,Eta Ret,,Eta,,80,Ret,4,21,53.3,S,63,23,11,5.24,0.96,0.69,G8III,0.089,0.173,203.8,45,-79.4748,188.0563,9,Psc
1492,,HR 1492,,,,80,Ret,4,36,45.6,S,62,4,39,5.4,1.58,0.86,M8eIII,-0.064,-0.084,,26,-80.2005,199.2128,20,Psc
24,,Kap1 Scl,,Kap1,,68,Scl,0,9,21,S,27,59,16,5.42,0.42,0.08,F2V,0.072,-0.004,141.7,9,-26.442,172.5638,23,Aqr
34,,Kap2 Scl,,Kap2,,68,Scl,0,11,34.4,S,27,47,59,5.41,1.34,1.46,K5III,0.01,0.016,,-6,-26.4977,173.1486,24,Aqr
35,,The Scl,,The,,68,Scl,0,11,44,S,35,7,59,5.25,0.44,,F4V,0.173,0.119,95.9,-2,-33.0322,169.3109,20,Aqr
84,,Iot Scl,,Iot,,68,Scl,0,21,31.2,S,28,58,54,5.18,1,0.82,G5III,0.04,-0.074,120.7,21,-28.5609,174.7584,25,Aqr
105,,Eta Scl,,Eta,,68,Scl,0,27,55.7,S,33,0,26,4.81,1.64,1.81,M4III,-0.019,-0.052,,11,-32.7844,174.0245,25,Aqr
185,,Lam1 Scl,,Lam1,,68,Scl,0,42,42.9,S,38,27,48,6.06,-0.03,-0.13,A0V,0.003,-0.005,,10,-39.0491,173.9913,24,Aqr
195,,Lam2 Scl,,Lam2,,68,Scl,0,44,12.1,S,38,25,18,5.9,1.16,1.18,K1III,0.244,0.113,326,27,-39.1633,174.342,25,Aqr
280,,Alp Scl,,Alp,,68,Scl,0,58,36.4,S,29,21,27,4.31,-0.16,-0.56,B7IIIp,0.022,0.004,,10,-32.672,182.9338,3,Psc
288,,Xi Scl,,Xi,,68,Scl,1,1,18.3,S,38,55,0,5.59,1.18,,K0III,0.069,0.045,95.9,-31,-41.3243,177.7786,28,Aqr
293,,Sig Scl,,Sig,,68,Scl,1,2,26.4,S,31,33,7,5.5,0.08,0.13,A2V,0.082,0.012,,-8,-35.0094,182.5973,3,Psc
462,,Tau Scl,,Tau,,68,Scl,1,36,8.4,S,29,54,27,5.69,0.33,,F2V,0.1,0.04,130.4,5,-36.9575,191.4552,12,Psc
497,,Pi Scl,,Pi,,68,Scl,1,42,8.6,S,32,19,37,5.25,1.05,0.79,K0III,-0.065,-0.025,,10,-39.7076,191.4945,12,Psc
514,,Eps Scl,,Eps,,68,Scl,1,45,38.8,S,25,3,9,5.31,0.39,0.02,F1V,0.162,-0.057,88.1,15,-33.5352,196.3734,17,Psc
8863,,Gam Scl,,Gam,,68,Scl,23,18,49.4,S,32,31,55,4.41,1.13,1.06,K1III,0.019,-0.07,75.8,16,-25.5828,159.4391,10,Aqr
8937,,Bet Scl,,Bet,,68,Scl,23,32,58.3,S,37,49,6,4.37,-0.09,-0.36,B9.5IVp,0.087,0.021,,2,-31.6382,159.6772,10,Aqr
8975,,Mu Scl,,Mu,,68,Scl,23,40,38.2,S,32,4,23,5.31,0.97,0.66,K1III,-0.089,-0.055,120.7,14,-27.254,164.2888,15,Aqr
9016,,Del Scl,,Del,A,68,Scl,23,48,55.6,S,28,7,49,4.57,0.01,-0.03,A0V,0.105,-0.106,83.6,14,-24.5287,168.013,19,Aqr
9091,,Zet Scl,,Zet,,68,Scl,0,2,19.9,S,29,43,13,5.01,-0.15,-0.55,B4III,0.019,0.016,,0,-27.2885,170.1564,21,Aqr
5885,,1 Sco,1,,,3,Sco,15,50,58.7,S,25,45,5,4.64,-0.05,-0.73,B3V,-0.018,-0.024,,3,-5.3473,63.5656,4,Sco
5904,,2 Sco,2,,,3,Sco,15,53,36.7,S,25,19,38,4.59,-0.07,-0.65,B2.5Vn,-0.016,-0.025,543.3,-10,-4.811,64.0587,5,Sco
5906,,HR 5906,,,,3,Sco,15,53,53.8,S,24,31,59,5.39,-0.02,-0.4,B6IVn,-0.024,-0.023,,2,-4.0205,63.9556,4,Sco
5907,,HR 5907,,,,3,Sco,15,53,55.8,S,23,58,41,5.42,-0.04,-0.61,B2.5Vne,-0.015,-0.025,,-9,-3.4757,63.8471,4,Sco
5912,,3 Sco,3,,,3,Sco,15,54,39.5,S,25,14,37,5.87,-0.06,-0.58,B8IIIp,-0.013,-0.022,,-9,-4.6815,64.2734,5,Sco
5917,,4 Sco,4,,,3,Sco,15,55,30.1,S,26,15,57,5.62,0.15,0.19,A3V,-0.045,-0.021,,-29,-5.6445,64.6726,5,Sco
5928,,Rho Sco,5,Rho,,3,Sco,15,56,53.1,S,29,12,51,3.88,-0.2,-0.82,B2IV-V,-0.013,-0.025,,0,-8.4712,65.5874,6,Sco
5942,,HR 5942,,,,3,Sco,15,58,34.8,S,24,49,53,5.43,-0.09,-0.64,B5IV,-0.014,-0.018,,-11,-4.1022,65.061,6,Sco
5944,,Pi Sco,6,Pi,,3,Sco,15,58,51.1,S,26,6,51,2.89,-0.19,-0.91,B1V+B2V,-0.011,-0.026,326,-3,-5.3478,65.3808,6,Sco
5953,Dschubba,Del Sco,7,Del,,3,Sco,16,0,20,S,22,37,18,2.32,-0.12,-0.91,B0.3IV,-0.012,-0.022,,-7,-1.8577,65.0121,6,Sco
5969,,HR 5969,,,,3,Sco,16,3,20.6,S,25,51,55,5,1.22,1.31,K5III,-0.071,-0.038,101.9,-39,-4.9109,66.3248,7,Sco
5977,,Xi Sco,,Xi,B,3,Sco,16,4,22.1,S,11,22,23,5.07,,,F5IV,-0.06,-0.029,67.9,-29,9.364,63.7469,4,Sco
5978,Graffias,Xi Sco,,Xi,A,3,Sco,16,4,22.1,S,11,22,23,4.77,0.47,0.01,F5IV,-0.06,-0.029,67.9,-29,9.364,63.7469,4,Sco
5984,Acrab,Bet1 Sco,8,Bet1,A,3,Sco,16,5,26.2,S,19,48,20,2.62,-0.07,-0.87,B1V,-0.006,-0.019,362.2,-1,1.1299,65.6309,6,Sco
5985,,Bet2 Sco,8,Bet2,C,3,Sco,16,5,26.5,S,19,48,7,4.92,-0.02,-0.7,B2V,-0.019,-0.02,,-4,1.1336,65.6313,6,Sco
5993,,Ome1 Sco,9,Ome1,,3,Sco,16,6,48.4,S,20,40,9,3.96,-0.04,-0.81,B1V,-0.009,-0.021,,-3,0.3399,66.1102,7,Sco
5997,,Ome2 Sco,10,Ome2,,3,Sco,16,7,24.3,S,20,52,7,4.32,0.84,0.5,G3II-III,0.041,-0.038,155.2,-5,0.1692,66.2851,7,Sco
6001,,HR 6001,,,,3,Sco,16,8,7.6,S,26,19,36,5.38,1.65,2.01,M2III,0.108,-0.003,,-18,-5.1668,67.4717,8,Sco
6002,,11 Sco,11,,,3,Sco,16,7,36.4,S,12,44,44,5.78,0.01,,B9.5Vnn,-0.045,-0.029,,-25,8.1623,64.7994,5,Sco
6017,,HR 6017,,,,3,Sco,16,11,2,S,29,24,59,5.13,1.12,1.02,K3III,-0.093,-0.087,130.4,-27,-8.0906,68.6849,9,Sco
6026,,Nu Sco,14,Nu,CD,3,Sco,16,11,58.6,S,19,26,59,6.3,0.13,-0.37,B8V+B9V,-0.01,-0.009,108.7,-14,1.7549,67.0784,8,Sco
6027,,Nu Sco,14,Nu,AB,3,Sco,16,11,59.7,S,19,27,38,4.01,0.04,-0.65,B3V,-0.01,-0.023,108.7,2,1.745,67.0846,8,Sco
6028,,13 Sco,13,,,3,Sco,16,12,18.2,S,27,55,35,4.59,-0.16,-0.74,B2V,-0.013,-0.025,,10,-6.5756,68.6866,9,Sco
6029,,12 Sco,12,,,3,Sco,16,12,15.9,S,28,25,3,5.67,0.01,-0.2,B9V,-0.032,-0.043,155.2,-3,-7.0604,68.768,9,Sco
6031,,Psi Sco,15,Psi,,3,Sco,16,12,0,S,10,3,51,4.94,0.09,0.11,A3IV,-0.001,-0.014,163,-6,10.9919,65.3646,6,Sco
6033,,16 Sco,16,,,3,Sco,16,12,7.3,S,8,32,51,5.43,0.12,0.13,A4V,0.042,0.003,,5,12.489,65.1094,6,Sco
6048,,Chi Sco,17,Chi,,3,Sco,16,13,50.9,S,11,50,15,5.22,1.42,1.54,K3III,-0.01,-0.006,112.4,-25,9.3261,66.1454,7,Sco
6060,,18 Sco,18,,,3,Sco,16,15,37.3,S,8,22,10,5.5,0.65,0.17,G2Va,0.234,-0.501,52.6,11,12.8156,65.948,6,Sco
6070,,d Sco,,d,,3,Sco,16,18,17.9,S,28,36,50,4.78,0.02,0,A0V,-0.028,-0.099,105.2,-13,-7.0289,70.1177,11,Sco
6077,,HR 6077,,,A,3,Sco,16,19,32.7,S,30,54,24,5.49,0.47,-0.01,F6III,0.085,0.023,108.7,-8,-9.2448,70.7845,11,Sco
6081,,Omi Sco,19,Omi,,3,Sco,16,20,38.2,S,24,10,10,4.55,0.84,0.62,A5II,-0.003,-0.023,652,-8,-2.5607,69.8789,10,Sco
6084,Alniyat,Sig Sco,20,Sig,,3,Sco,16,21,11.3,S,25,35,34,2.89,0.13,-0.7,B1III,-0.01,-0.021,,3,-3.945,70.2405,11,Sco
6094,,HR 6094,,,,3,Sco,16,24,1.3,S,39,11,35,5.4,0.62,0.15,G5V,0.075,0.001,60.4,10,-17.2672,73.1613,14,Sco
6100,,HR 6100,,,,3,Sco,16,24,31.7,S,37,33,57,5.42,-0.11,-0.4,B8IV,-0.02,-0.024,,9,-15.6461,72.9777,13,Sco
6134,Antares,Alp Sco,21,Alp,,3,Sco,16,29,24.4,S,26,25,55,0.96,1.83,1.34,M1.5Iab-Ib,-0.01,-0.02,135.8,-3,-4.4908,72.203,13,Sco
6141,,22 Sco,22,,,3,Sco,16,30,12.4,S,25,6,54,4.79,-0.11,-0.72,B2V,-0.008,-0.022,,4,-3.1623,72.1796,13,Sco
6142,,HR 6142,,,,3,Sco,16,31,41.7,S,41,49,1,5.33,0.33,-0.77,B1Iae,-0.016,0,,-14,-19.6284,75.1328,16,Sco
6143,,N Sco,,N,,3,Sco,16,31,22.9,S,34,42,16,4.23,-0.16,-0.8,B2III-IV,-0.009,-0.017,,1,-12.6078,73.9129,14,Sco
6164,,HR 6164,,,,3,Sco,16,36,22.5,S,42,51,32,5.47,0.4,-0.63,O9Ia,-0.006,-0.009,,-36,-20.5302,76.2151,17,Sco
6165,,Tau Sco,23,Tau,,3,Sco,16,35,53,S,28,12,58,2.82,-0.25,-1.03,B0V,-0.008,-0.022,163,2,-6.0519,73.898,14,Sco
6166,,H Sco,,H,,3,Sco,16,36,22.5,S,35,15,20,4.16,1.57,1.94,K6III,0.022,0,148.2,-2,-13.0068,75.0349,16,Sco
6221,,HR 6221,,,,3,Sco,16,46,47.8,S,39,22,38,5.48,0.98,,K0III,-0.032,-0.034,,-9,-16.8182,77.7483,18,Sco
6225,,25 Sco,25,,,3,Sco,16,46,51.3,S,25,31,43,6.71,1.18,,gG6,-0.005,-0.014,,2,-3.0746,75.9685,16,Sco
6241,,Eps Sco,26,Eps,,3,Sco,16,50,9.8,S,34,17,36,2.29,1.15,1.27,K2.5III,-0.611,-0.255,148.2,-3,-11.692,77.776,18,Sco
6245,,HR 6245,,,,3,Sco,16,51,33.7,S,41,13,50,5.22,0.07,-0.84,O8Iaf,0.001,-0.001,,-65,-18.5475,78.9414,19,Sco
6247,,Mu1 Sco,,Mu1,,3,Sco,16,51,52.2,S,38,2,51,3.08,-0.2,-0.87,B1.5V,-0.011,-0.025,,-25,-15.3802,78.5965,19,Sco
6252,,Mu2 Sco,,Mu2,,3,Sco,16,52,20.1,S,38,1,3,3.57,-0.21,-0.85,B2IV,-0.011,-0.024,,1,-15.3399,78.687,19,Sco
6260,N Jewel Box,HR 6260,,,,3,Sco,16,54,1.8,S,41,48,23,5.45,0.19,-0.72,B0.5Ia,-0.008,-0.008,,-6,-19.066,79.5,20,Sco
6262,,Zet1 Sco,,Zet1,,3,Sco,16,53,59.7,S,42,21,44,4.73,0.49,-0.56,B1Iape,0.004,-0.004,,-26,-19.6188,79.5637,20,Sco
6271,,Zet2 Sco,,Zet2,,3,Sco,16,54,35,S,42,21,41,3.62,1.37,1.65,K4III,-0.124,-0.236,116.4,-19,-19.6056,79.6782,20,Sco
6288,,27 Sco,27,,,3,Sco,16,57,11.1,S,33,15,34,5.48,1.59,,K5III,-0.009,-0.005,,-76,-10.5043,79.1313,20,Sco
6316,,HR 6316,,,,3,Sco,17,1,52.7,S,32,8,37,5.03,-0.1,-0.35,B8V,-0.007,-0.051,,5,-9.2957,80.0088,21,Sco
6334,,k Sco,,k,,3,Sco,17,4,49.4,S,34,7,22,4.87,0.26,-0.68,B1Ia,0.008,-0.002,,4,-11.2078,80.8312,21,Sco
6371,,HR 6371,,,,3,Sco,17,10,42.3,S,44,33,27,5.08,0.86,0.58,G8-K0III,-0.033,-0.056,191.8,-7,-21.498,83.0321,24,Sco
6380,,Eta Sco,,Eta,,3,Sco,17,12,9.2,S,43,14,21,3.33,0.41,0.09,F3III-IVp,0.024,-0.287,51.7,-28,-20.1625,83.1838,24,Sco
6460,,HR 6460,,,,3,Sco,17,24,13,S,44,9,45,5.12,-0.06,-0.4,B7III,-0.011,-0.028,,13,-20.9242,85.5814,26,Sco
6508,Lesath,Ups Sco,34,Ups,,3,Sco,17,30,45.8,S,37,17,45,2.69,-0.22,-0.82,B2IV,-0.001,-0.031,,8,-13.9999,86.4535,27,Sco
6527,Shaula,Lam Sco,35,Lam,,3,Sco,17,33,36.5,S,37,6,14,1.63,-0.22,-0.89,B2IV+B,-0.001,-0.029,,-3,-13.7816,87.0266,28,Sco
6546,,HR 6546,,,,3,Sco,17,36,32.8,S,38,38,7,4.29,1.09,0.9,K0IIIb,-0.012,-0.201,181.1,-49,-15.2871,87.6956,28,Sco
6553,Sargas,The Sco,,The,,3,Sco,17,37,19.2,S,42,59,52,1.87,0.4,0.22,F1II,0.015,-0.002,120.7,1,-19.6402,88.0406,29,Sco
6580,,Kap Sco,,Kap,,3,Sco,17,42,29.3,S,39,1,48,2.41,-0.22,-0.89,B1.5III,-0.006,-0.027,,-14,-15.6413,88.9105,29,Sco
6615,,Iot1 Sco,,Iot1,,3,Sco,17,47,35.1,S,40,7,37,3.03,0.51,0.27,F2Iae,0,-0.008,171.6,-28,-16.7128,89.9635,30,Sco
6628,,HR 6628,,,,3,Sco,17,49,10.5,S,31,42,12,4.83,-0.04,-0.29,B8V,0.011,-0.015,,-13,-8.2847,90.1144,1,Sgr
6630,,G Sco,,G,,3,Sco,17,49,51.5,S,37,2,36,3.21,1.17,1.19,K2III,0.049,0.033,81.5,25,-13.6213,90.3589,1,Sgr
6631,,Iot2 Sco,,Iot2,,3,Sco,17,50,11.2,S,40,5,26,4.81,0.26,0,A2Ib,0.007,-0.008,,-10,-16.667,90.482,1,Sgr
6675,,HR 6675,,,,3,Sco,17,56,47.4,S,44,20,32,4.86,1.21,1.22,K2III,-0.006,-0.017,191.8,45,-20.9046,91.8266,2,Sgr
6682,,HR 6682,,,,3,Sco,17,57,47.7,S,41,42,58,4.88,1.65,1.97,M0III,-0.015,-0.01,,4,-18.2776,92.0076,3,Sgr
6858,,HR 6858,,,,52,Sct,18,20,8.8,S,15,49,54,5.39,1.47,1.64,K4III,0.037,-0.033,,31,7.527,97.3282,8,Sgr
6884,,Zet Sct,,Zet,,52,Sct,18,23,39.5,S,8,56,3,4.68,0.95,0.72,G9-IIIb,0.045,0.046,217.3,-6,14.3883,98.4732,9,Sgr
6930,,Gam Sct,,Gam,,52,Sct,18,29,11.9,S,14,33,57,4.7,0.06,0.06,A3Vn,0.003,-0.002,130.4,-41,8.7026,99.5872,10,Sgr
6959,,HR 6959,,,,52,Sct,18,32,43.3,S,14,51,56,5.5,1.97,2.17,K3Ib-II,-0.004,0.001,,5,8.3597,100.431,11,Sgr
6970,,HR 6970,,,,52,Sct,18,35,2.4,S,10,58,38,5.14,0.92,0.6,G8III,0.051,-0.004,271.7,7,12.2097,101.2395,12,Sgr
6973,,Alp Sct,,Alp,,52,Sct,18,35,12.4,S,8,14,39,3.85,1.33,1.54,K3-III-IIIb,-0.015,-0.312,203.8,36,14.9353,101.4573,12,Sgr
7020,,Del Sct,,Del,,52,Sct,18,42,16.4,S,9,3,9,4.72,0.35,0.14,F2IIIp,0.009,0.002,130.4,-45,14.0146,103.199,14,Sgr
7032,,Eps Sct,,Eps,,52,Sct,18,43,31.3,S,8,16,31,4.9,1.12,0.87,G8IIb,0.022,0.008,203.8,-11,14.7674,103.5779,14,Sgr
7063,,Bet Sct,,Bet,,52,Sct,18,47,10.5,S,4,44,52,4.22,1.1,0.81,G4IIa,-0.004,-0.016,171.6,-22,18.2137,104.8211,15,Sgr
7066,,HR 7066,,,,52,Sct,18,47,29,S,5,42,18,5.2,1.47,1.64,K0Ibp,-0.041,-0.028,3260,44,17.2535,104.8154,15,Sgr
7119,,HR 7119,,,,52,Sct,18,54,43.1,S,15,36,11,5.1,0.17,-0.39,B5II,-0.008,-0.005,,-3,7.2421,105.7139,16,Sgr
7149,,Eta Sct,,Eta,,52,Sct,18,57,3.7,S,5,50,46,4.83,1.08,1.02,K2III,0.066,-0.036,83.6,-93,16.9006,107.2823,18,Sgr
5675,,3 Ser,3,,,27,Ser,15,15,11.4,N,4,56,22,5.33,1.09,0.91,K0III,-0.018,0.005,155.2,-34,22.3852,47.319,18,Lib
5679,,4 Ser,4,,,27,Ser,15,15,49.1,N,0,22,20,5.63,0.18,0.09,A4V,-0.107,0.015,163,-12,18.0361,48.8332,19,Lib
5694,,5 Ser,5,,,27,Ser,15,19,18.8,N,1,45,55,5.06,0.54,0.06,F8III-IV,0.374,-0.514,88.1,54,19.6118,49.3183,20,Lib
5710,,6 Ser,6,,,27,Ser,15,21,2,N,0,42,55,5.35,1.19,1.22,K3III,-0.042,-0.106,465.7,9,18.7133,50.0558,21,Lib
5717,,7 Ser,7,,,27,Ser,15,22,23.2,N,12,34,3,6.28,-0.02,-0.03,A0V,-0.004,-0.004,,4,30.2022,46.7782,17,Lib
5721,,8 Ser,8,,,27,Ser,15,23,43.7,S,1,1,21,6.12,0.25,0.07,F0V,0.076,-0.03,,-2,17.2105,51.2217,22,Lib
5739,,Tau1 Ser,9,Tau1,,27,Ser,15,25,47.4,N,15,25,41,5.17,1.66,1.95,M1III,-0.013,-0.007,250.8,-20,33.1778,46.7194,17,Lib
